"Month","Category Group/Category","Category Group","Category","Assigned","Activity","Available"
"Nov 2026","Short-Term Savings: Debt Repayment Savings","Short-Term Savings","Debt Repayment Savings","$0.00","$0.00","$0.00"
"Nov 2026","Short-Term Savings: Christmas","Short-Term Savings","Christmas","$0.00","$0.00","$0.00"
"Nov 2026","Short-Term Savings: Small Trips","Short-Term Savings","Small Trips","$0.00","$0.00","$0.00"
"Nov 2026","Short-Term Savings: Vacation Fund / Big Trips","Short-Term Savings","Vacation Fund / Big Trips","$0.00","$0.00","$0.00"
"Nov 2026","Irregular Expenses: Interest","Irregular Expenses","Interest","$0.00","$0.00","$0.00"
"Nov 2026","Irregular Expenses: Dad Reimbursement","Irregular Expenses","Dad Reimbursement","$0.00","$0.00","$0.00"
"Nov 2026","Irregular Expenses: Reimbursements","Irregular Expenses","Reimbursements","$0.00","$0.00","$1,127.04"
"Nov 2026","Irregular Expenses: Gifts + Dates","Irregular Expenses","Gifts + Dates","$0.00","$0.00","$0.00"
"Nov 2026","Irregular Expenses: Medical","Irregular Expenses","Medical","$0.00","$0.00","$0.00"
"Dec 2026","Credit Card Payments: Amex Gold (Due 20th)","Credit Card Payments","Amex Gold (Due 20th)","$0.00","$0.00","$0.00"
"Dec 2026","Credit Card Payments: Credit Card – 8072","Credit Card Payments","Credit Card – 8072","$0.00","$0.00","$0.00"
"Dec 2026","Credit Card Payments: Savor – 7573","Credit Card Payments","Savor – 7573","$0.00","$0.00","$0.00"
"Dec 2026","Credit Card Payments: Wells Fargo Autograph Visa�� Card – 5212","Credit Card Payments","Wells Fargo Autograph Visa�� Card – 5212","$0.00","$0.00","$0.00"
"Dec 2026","Bills: Electricity","Bills","Electricity","$0.00","$0.00","$0.00"
"Dec 2026","Bills: Public Transit","Bills","Public Transit","$0.00","$0.00","$0.00"
"Dec 2026","Bills: 🏠 Rent","Bills","🏠 Rent","$0.00","$0.00","$2,335.00"
"Dec 2026","Bills: 📄 Renter's insurance - Savings Bucket","Bills","📄 Renter's insurance - Savings Bucket","$0.00","$0.00","$0.00"
"Dec 2026","Bills: 🎓 Student loans","Bills","🎓 Student loans","$0.00","$0.00","$0.00"
"Dec 2026","Subscriptions: Costco","Subscriptions","Costco","$0.00","$0.00","$0.00"
"Dec 2026","Subscriptions: Prime","Subscriptions","Prime","$0.00","$0.00","$0.00"
"Dec 2026","Subscriptions: Spotify","Subscriptions","Spotify","$0.00","$0.00","$0.00"
"Dec 2026","Subscriptions: Amex Gold","Subscriptions","Amex Gold","$0.00","$0.00","$0.00"
"Dec 2026","Subscriptions: Google Subscription","Subscriptions","Google Subscription","$0.00","$0.00","$0.00"
"Dec 2026","Subscriptions: YNAB","Subscriptions","YNAB","$0.00","$0.00","$0.00"
"Dec 2026","Monthly Living / Lifestyle: Interest","Monthly Living / Lifestyle","Interest","$0.00","$0.00","$0.00"
"Dec 2026","Monthly Living / Lifestyle: Self Care & General Health","Monthly Living / Lifestyle","Self Care & General Health","$0.00","$0.00","$25.18"
"Dec 2026","Monthly Living / Lifestyle: Haircut","Monthly Living / Lifestyle","Haircut","$0.00","$0.00","$0.00"
"Dec 2026","Monthly Living / Lifestyle: Groceries","Monthly Living / Lifestyle","Groceries","$0.00","$0.00","$0.00"
"Dec 2026","Fun Spending: Charity","Fun Spending","Charity","$0.00","$0.00","$0.00"
"Dec 2026","Fun Spending: Random Fun Buys","Fun Spending","Random Fun Buys","$0.00","$0.00","$0.00"
"Dec 2026","Fun Spending: Holidays","Fun Spending","Holidays","$0.00","$0.00","$0.00"
"Dec 2026","Fun Spending: Concerts, Shows & General","Fun Spending","Concerts, Shows & General","$0.00","$0.00","$72.85"
"Dec 2026","Fun Spending: Dining Out / Takeout","Fun Spending","Dining Out / Takeout","$0.00","$0.00","$0.00"
"Dec 2026","Fun Spending: Bars","Fun Spending","Bars","$0.00","$0.00","$0.00"
"Dec 2026","Fun Spending: Fun Transport","Fun Spending","Fun Transport","$0.00","$0.00","$0.00"
"Dec 2026","Fun Spending: Random Subscription","Fun Spending","Random Subscription","$0.00","$0.00","$0.00"
"Dec 2026","Wealth Building: Roth IRA","Wealth Building","Roth IRA","$0.00","$0.00","$0.00"
"Dec 2026","Wealth Building: Holdover","Wealth Building","Holdover","$0.00","$0.00","$0.00"
"Dec 2026","Wealth Building: 😌 Emergency Fund","Wealth Building","😌 Emergency Fund","$0.00","$0.00","$0.00"
"Dec 2026","Wealth Building: Travel","Wealth Building","Travel","$0.00","$0.00","$0.00"
"Dec 2026","Short-Term Savings: Move in July","Short-Term Savings","Move in July","$0.00","$0.00","$457.04"
"Dec 2026","Short-Term Savings: General Liquidity","Short-Term Savings","General Liquidity","$0.00","$0.00","$0.00"
"Dec 2026","Short-Term Savings: Tax Refund","Short-Term Savings","Tax Refund","$0.00","$0.00","$0.00"
"Dec 2026","Short-Term Savings: Debt Repayment Savings","Short-Term Savings","Debt Repayment Savings","$0.00","$0.00","$0.00"
"Dec 2026","Short-Term Savings: Christmas","Short-Term Savings","Christmas","$0.00","$0.00","$0.00"
"Dec 2026","Short-Term Savings: Small Trips","Short-Term Savings","Small Trips","$0.00","$0.00","$0.00"
"Dec 2026","Short-Term Savings: Vacation Fund / Big Trips","Short-Term Savings","Vacation Fund / Big Trips","$0.00","$0.00","$0.00"
"Dec 2026","Irregular Expenses: Interest","Irregular Expenses","Interest","$0.00","$0.00","$0.00"
"Dec 2026","Irregular Expenses: Dad Reimbursement","Irregular Expenses","Dad Reimbursement","$0.00","$0.00","$0.00"
"Dec 2026","Irregular Expenses: Reimbursements","Irregular Expenses","Reimbursements","$0.00","$0.00","$1,127.04"
"Dec 2026","Irregular Expenses: Gifts + Dates","Irregular Expenses","Gifts + Dates","$0.00","$0.00","$0.00"
"Dec 2026","Irregular Expenses: Medical","Irregular Expenses","Medical","$0.00","$0.00","$0.00"
"Jan 2027","Credit Card Payments: Amex Gold (Due 20th)","Credit Card Payments","Amex Gold (Due 20th)","$0.00","$0.00","$0.00"
"Jan 2027","Credit Card Payments: Credit Card – 8072","Credit Card Payments","Credit Card – 8072","$0.00","$0.00","$0.00"
"Jan 2027","Credit Card Payments: Savor – 7573","Credit Card Payments","Savor – 7573","$0.00","$0.00","$0.00"
"Jan 2027","Credit Card Payments: Wells Fargo Autograph Visa�� Card – 5212","Credit Card Payments","Wells Fargo Autograph Visa�� Card – 5212","$0.00","$0.00","$0.00"
"Jan 2027","Bills: Electricity","Bills","Electricity","$0.00","$0.00","$0.00"
"Jan 2027","Bills: Public Transit","Bills","Public Transit","$0.00","$0.00","$0.00"
"Jan 2027","Bills: 🏠 Rent","Bills","🏠 Rent","$0.00","$0.00","$2,335.00"
"Jan 2027","Bills: 📄 Renter's insurance - Savings Bucket","Bills","📄 Renter's insurance - Savings Bucket","$0.00","$0.00","$0.00"
"Jan 2027","Bills: 🎓 Student loans","Bills","🎓 Student loans","$0.00","$0.00","$0.00"
"Jan 2027","Subscriptions: Costco","Subscriptions","Costco","$0.00","$0.00","$0.00"
"Jan 2027","Subscriptions: Prime","Subscriptions","Prime","$0.00","$0.00","$0.00"
"Jan 2027","Subscriptions: Spotify","Subscriptions","Spotify","$0.00","$0.00","$0.00"
"Jan 2027","Subscriptions: Amex Gold","Subscriptions","Amex Gold","$0.00","$0.00","$0.00"
"Jan 2027","Subscriptions: Google Subscription","Subscriptions","Google Subscription","$0.00","$0.00","$0.00"
"Jan 2027","Subscriptions: YNAB","Subscriptions","YNAB","$0.00","$0.00","$0.00"
"Jan 2027","Monthly Living / Lifestyle: Interest","Monthly Living / Lifestyle","Interest","$0.00","$0.00","$0.00"
"Jan 2027","Monthly Living / Lifestyle: Self Care & General Health","Monthly Living / Lifestyle","Self Care & General Health","$0.00","$0.00","$25.18"
"Jan 2027","Monthly Living / Lifestyle: Haircut","Monthly Living / Lifestyle","Haircut","$0.00","$0.00","$0.00"
"Jan 2027","Monthly Living / Lifestyle: Groceries","Monthly Living / Lifestyle","Groceries","$0.00","$0.00","$0.00"
"Jan 2027","Fun Spending: Charity","Fun Spending","Charity","$0.00","$0.00","$0.00"
"Jan 2027","Fun Spending: Random Fun Buys","Fun Spending","Random Fun Buys","$0.00","$0.00","$0.00"
"Jan 2027","Fun Spending: Holidays","Fun Spending","Holidays","$0.00","$0.00","$0.00"
"Jan 2027","Fun Spending: Concerts, Shows & General","Fun Spending","Concerts, Shows & General","$0.00","$0.00","$72.85"
"Jan 2027","Fun Spending: Dining Out / Takeout","Fun Spending","Dining Out / Takeout","$0.00","$0.00","$0.00"
"Jan 2027","Fun Spending: Bars","Fun Spending","Bars","$0.00","$0.00","$0.00"
"Jan 2027","Fun Spending: Fun Transport","Fun Spending","Fun Transport","$0.00","$0.00","$0.00"
"Jan 2027","Fun Spending: Random Subscription","Fun Spending","Random Subscription","$0.00","$0.00","$0.00"
"Jan 2027","Wealth Building: Roth IRA","Wealth Building","Roth IRA","$0.00","$0.00","$0.00"
"Jan 2027","Wealth Building: Holdover","Wealth Building","Holdover","$0.00","$0.00","$0.00"
"Jan 2027","Wealth Building: 😌 Emergency Fund","Wealth Building","😌 Emergency Fund","$0.00","$0.00","$0.00"
"Jan 2027","Wealth Building: Travel","Wealth Building","Travel","$0.00","$0.00","$0.00"
"Jan 2027","Short-Term Savings: Move in July","Short-Term Savings","Move in July","$0.00","$0.00","$457.04"
"Jan 2027","Short-Term Savings: General Liquidity","Short-Term Savings","General Liquidity","$0.00","$0.00","$0.00"
"Jan 2027","Short-Term Savings: Tax Refund","Short-Term Savings","Tax Refund","$0.00","$0.00","$0.00"
"Jan 2027","Short-Term Savings: Debt Repayment Savings","Short-Term Savings","Debt Repayment Savings","$0.00","$0.00","$0.00"
"Jan 2027","Short-Term Savings: Christmas","Short-Term Savings","Christmas","$0.00","$0.00","$0.00"
"Jan 2027","Short-Term Savings: Small Trips","Short-Term Savings","Small Trips","$0.00","$0.00","$0.00"
"Jan 2027","Short-Term Savings: Vacation Fund / Big Trips","Short-Term Savings","Vacation Fund / Big Trips","$0.00","$0.00","$0.00"
"Jan 2027","Irregular Expenses: Interest","Irregular Expenses","Interest","$0.00","$0.00","$0.00"
"Jan 2027","Irregular Expenses: Dad Reimbursement","Irregular Expenses","Dad Reimbursement","$0.00","$0.00","$0.00"
"Jan 2027","Irregular Expenses: Reimbursements","Irregular Expenses","Reimbursements","$0.00","$0.00","$1,127.04"
"Jan 2027","Irregular Expenses: Gifts + Dates","Irregular Expenses","Gifts + Dates","$0.00","$0.00","$0.00"
"Jan 2027","Irregular Expenses: Medical","Irregular Expenses","Medical","$0.00","$0.00","$0.00"
"Feb 2027","Credit Card Payments: Amex Gold (Due 20th)","Credit Card Payments","Amex Gold (Due 20th)","$0.00","$0.00","$0.00"
"Feb 2027","Credit Card Payments: Credit Card – 8072","Credit Card Payments","Credit Card – 8072","$0.00","$0.00","$0.00"
"Feb 2027","Credit Card Payments: Savor – 7573","Credit Card Payments","Savor – 7573","$0.00","$0.00","$0.00"
"Feb 2027","Credit Card Payments: Wells Fargo Autograph Visa�� Card – 5212","Credit Card Payments","Wells Fargo Autograph Visa�� Card – 5212","$0.00","$0.00","$0.00"
"Feb 2027","Bills: Electricity","Bills","Electricity","$0.00","$0.00","$0.00"
"Feb 2027","Bills: Public Transit","Bills","Public Transit","$0.00","$0.00","$0.00"
"Feb 2027","Bills: 🏠 Rent","Bills","🏠 Rent","$0.00","$0.00","$2,335.00"
"Feb 2027","Bills: 📄 Renter's insurance - Savings Bucket","Bills","📄 Renter's insurance - Savings Bucket","$0.00","$0.00","$0.00"
"Feb 2027","Bills: 🎓 Student loans","Bills","🎓 Student loans","$0.00","$0.00","$0.00"
"Feb 2027","Subscriptions: Costco","Subscriptions","Costco","$0.00","$0.00","$0.00"
"Feb 2027","Subscriptions: Prime","Subscriptions","Prime","$0.00","$0.00","$0.00"
"Feb 2027","Subscriptions: Spotify","Subscriptions","Spotify","$0.00","$0.00","$0.00"
"Feb 2027","Subscriptions: Amex Gold","Subscriptions","Amex Gold","$0.00","$0.00","$0.00"
"Feb 2027","Subscriptions: Google Subscription","Subscriptions","Google Subscription","$0.00","$0.00","$0.00"
"Feb 2027","Subscriptions: YNAB","Subscriptions","YNAB","$0.00","$0.00","$0.00"
"Feb 2027","Monthly Living / Lifestyle: Interest","Monthly Living / Lifestyle","Interest","$0.00","$0.00","$0.00"
"Feb 2027","Monthly Living / Lifestyle: Self Care & General Health","Monthly Living / Lifestyle","Self Care & General Health","$0.00","$0.00","$25.18"
"Feb 2027","Monthly Living / Lifestyle: Haircut","Monthly Living / Lifestyle","Haircut","$0.00","$0.00","$0.00"
"Feb 2027","Monthly Living / Lifestyle: Groceries","Monthly Living / Lifestyle","Groceries","$0.00","$0.00","$0.00"
"Feb 2027","Fun Spending: Charity","Fun Spending","Charity","$0.00","$0.00","$0.00"
"Feb 2027","Fun Spending: Random Fun Buys","Fun Spending","Random Fun Buys","$0.00","$0.00","$0.00"
"Feb 2027","Fun Spending: Holidays","Fun Spending","Holidays","$0.00","$0.00","$0.00"
"Feb 2027","Fun Spending: Concerts, Shows & General","Fun Spending","Concerts, Shows & General","$0.00","$0.00","$72.85"
"Feb 2027","Fun Spending: Dining Out / Takeout","Fun Spending","Dining Out / Takeout","$0.00","$0.00","$0.00"
"Feb 2027","Fun Spending: Bars","Fun Spending","Bars","$0.00","$0.00","$0.00"
"Feb 2027","Fun Spending: Fun Transport","Fun Spending","Fun Transport","$0.00","$0.00","$0.00"
"Feb 2027","Fun Spending: Random Subscription","Fun Spending","Random Subscription","$0.00","$0.00","$0.00"
"Feb 2027","Wealth Building: Roth IRA","Wealth Building","Roth IRA","$0.00","$0.00","$0.00"
"Feb 2027","Wealth Building: Holdover","Wealth Building","Holdover","$0.00","$0.00","$0.00"
"Feb 2027","Wealth Building: 😌 Emergency Fund","Wealth Building","😌 Emergency Fund","$0.00","$0.00","$0.00"
"Feb 2027","Wealth Building: Travel","Wealth Building","Travel","$0.00","$0.00","$0.00"
"Feb 2027","Short-Term Savings: Move in July","Short-Term Savings","Move in July","$0.00","$0.00","$457.04"
"Feb 2027","Short-Term Savings: General Liquidity","Short-Term Savings","General Liquidity","$0.00","$0.00","$0.00"
"Feb 2027","Short-Term Savings: Tax Refund","Short-Term Savings","Tax Refund","$0.00","$0.00","$0.00"
"Feb 2027","Short-Term Savings: Debt Repayment Savings","Short-Term Savings","Debt Repayment Savings","$0.00","$0.00","$0.00"
"Feb 2027","Short-Term Savings: Christmas","Short-Term Savings","Christmas","$0.00","$0.00","$0.00"
"Feb 2027","Short-Term Savings: Small Trips","Short-Term Savings","Small Trips","$0.00","$0.00","$0.00"
"Feb 2027","Short-Term Savings: Vacation Fund / Big Trips","Short-Term Savings","Vacation Fund / Big Trips","$0.00","$0.00","$0.00"
"Feb 2027","Irregular Expenses: Interest","Irregular Expenses","Interest","$0.00","$0.00","$0.00"
"Feb 2027","Irregular Expenses: Dad Reimbursement","Irregular Expenses","Dad Reimbursement","$0.00","$0.00","$0.00"
"Feb 2027","Irregular Expenses: Reimbursements","Irregular Expenses","Reimbursements","$0.00","$0.00","$1,127.04"
"Feb 2027","Irregular Expenses: Gifts + Dates","Irregular Expenses","Gifts + Dates","$0.00","$0.00","$0.00"
"Feb 2027","Irregular Expenses: Medical","Irregular Expenses","Medical","$0.00","$0.00","$0.00"
"Mar 2027","Credit Card Payments: Amex Gold (Due 20th)","Credit Card Payments","Amex Gold (Due 20th)","$0.00","$0.00","$0.00"
"Mar 2027","Credit Card Payments: Credit Card – 8072","Credit Card Payments","Credit Card – 8072","$0.00","$0.00","$0.00"
"Mar 2027","Credit Card Payments: Savor – 7573","Credit Card Payments","Savor – 7573","$0.00","$0.00","$0.00"
"Mar 2027","Credit Card Payments: Wells Fargo Autograph Visa�� Card – 5212","Credit Card Payments","Wells Fargo Autograph Visa�� Card – 5212","$0.00","$0.00","$0.00"
"Mar 2027","Bills: Electricity","Bills","Electricity","$0.00","$0.00","$0.00"
"Mar 2027","Bills: Public Transit","Bills","Public Transit","$0.00","$0.00","$0.00"
"Mar 2027","Bills: 🏠 Rent","Bills","🏠 Rent","$0.00","$0.00","$2,335.00"
"Mar 2027","Bills: 📄 Renter's insurance - Savings Bucket","Bills","📄 Renter's insurance - Savings Bucket","$0.00","$0.00","$0.00"
"Mar 2027","Bills: 🎓 Student loans","Bills","🎓 Student loans","$0.00","$0.00","$0.00"
"Mar 2027","Subscriptions: Costco","Subscriptions","Costco","$0.00","$0.00","$0.00"
"Mar 2027","Subscriptions: Prime","Subscriptions","Prime","$0.00","$0.00","$0.00"
"Mar 2027","Subscriptions: Spotify","Subscriptions","Spotify","$0.00","$0.00","$0.00"
"Mar 2027","Subscriptions: Amex Gold","Subscriptions","Amex Gold","$0.00","$0.00","$0.00"
"Mar 2027","Subscriptions: Google Subscription","Subscriptions","Google Subscription","$0.00","$0.00","$0.00"
"Mar 2027","Subscriptions: YNAB","Subscriptions","YNAB","$0.00","$0.00","$0.00"
"Mar 2027","Monthly Living / Lifestyle: Interest","Monthly Living / Lifestyle","Interest","$0.00","$0.00","$0.00"
"Mar 2027","Monthly Living / Lifestyle: Self Care & General Health","Monthly Living / Lifestyle","Self Care & General Health","$0.00","$0.00","$25.18"
"Mar 2027","Monthly Living / Lifestyle: Haircut","Monthly Living / Lifestyle","Haircut","$0.00","$0.00","$0.00"
"Mar 2027","Monthly Living / Lifestyle: Groceries","Monthly Living / Lifestyle","Groceries","$0.00","$0.00","$0.00"
"Mar 2027","Fun Spending: Charity","Fun Spending","Charity","$0.00","$0.00","$0.00"
"Mar 2027","Fun Spending: Random Fun Buys","Fun Spending","Random Fun Buys","$0.00","$0.00","$0.00"
"Mar 2027","Fun Spending: Holidays","Fun Spending","Holidays","$0.00","$0.00","$0.00"
"Mar 2027","Fun Spending: Concerts, Shows & General","Fun Spending","Concerts, Shows & General","$0.00","$0.00","$72.85"
"Mar 2027","Fun Spending: Dining Out / Takeout","Fun Spending","Dining Out / Takeout","$0.00","$0.00","$0.00"
"Mar 2027","Fun Spending: Bars","Fun Spending","Bars","$0.00","$0.00","$0.00"
"Mar 2027","Fun Spending: Fun Transport","Fun Spending","Fun Transport","$0.00","$0.00","$0.00"
"Mar 2027","Fun Spending: Random Subscription","Fun Spending","Random Subscription","$0.00","$0.00","$0.00"
"Mar 2027","Wealth Building: Roth IRA","Wealth Building","Roth IRA","$0.00","$0.00","$0.00"
"Mar 2027","Wealth Building: Holdover","Wealth Building","Holdover","$0.00","$0.00","$0.00"
"Mar 2027","Wealth Building: 😌 Emergency Fund","Wealth Building","😌 Emergency Fund","$0.00","$0.00","$0.00"
"Mar 2027","Wealth Building: Travel","Wealth Building","Travel","$0.00","$0.00","$0.00"
"Mar 2027","Short-Term Savings: Move in July","Short-Term Savings","Move in July","$0.00","$0.00","$457.04"
"Mar 2027","Short-Term Savings: General Liquidity","Short-Term Savings","General Liquidity","$0.00","$0.00","$0.00"
"Mar 2027","Short-Term Savings: Tax Refund","Short-Term Savings","Tax Refund","$0.00","$0.00","$0.00"
"Mar 2027","Short-Term Savings: Debt Repayment Savings","Short-Term Savings","Debt Repayment Savings","$0.00","$0.00","$0.00"
"Mar 2027","Short-Term Savings: Christmas","Short-Term Savings","Christmas","$0.00","$0.00","$0.00"
"Mar 2027","Short-Term Savings: Small Trips","Short-Term Savings","Small Trips","$0.00","$0.00","$0.00"
"Mar 2027","Short-Term Savings: Vacation Fund / Big Trips","Short-Term Savings","Vacation Fund / Big Trips","$0.00","$0.00","$0.00"
"Mar 2027","Irregular Expenses: Interest","Irregular Expenses","Interest","$0.00","$0.00","$0.00"
"Mar 2027","Irregular Expenses: Dad Reimbursement","Irregular Expenses","Dad Reimbursement","$0.00","$0.00","$0.00"
"Mar 2027","Irregular Expenses: Reimbursements","Irregular Expenses","Reimbursements","$0.00","$0.00","$1,127.04"
"Mar 2027","Irregular Expenses: Gifts + Dates","Irregular Expenses","Gifts + Dates","$0.00","$0.00","$0.00"
"Mar 2027","Irregular Expenses: Medical","Irregular Expenses","Medical","$0.00","$0.00","$0.00"
"Apr 2027","Credit Card Payments: Amex Gold (Due 20th)","Credit Card Payments","Amex Gold (Due 20th)","$0.00","$0.00","$0.00"
"Apr 2027","Credit Card Payments: Credit Card – 8072","Credit Card Payments","Credit Card – 8072","$0.00","$0.00","$0.00"
"Apr 2027","Credit Card Payments: Savor – 7573","Credit Card Payments","Savor – 7573","$0.00","$0.00","$0.00"
"Apr 2027","Credit Card Payments: Wells Fargo Autograph Visa�� Card – 5212","Credit Card Payments","Wells Fargo Autograph Visa�� Card – 5212","$0.00","$0.00","$0.00"
"Apr 2027","Bills: Electricity","Bills","Electricity","$0.00","$0.00","$0.00"
"Apr 2027","Bills: Public Transit","Bills","Public Transit","$0.00","$0.00","$0.00"
"Apr 2027","Bills: 🏠 Rent","Bills","🏠 Rent","$0.00","$0.00","$2,335.00"
"Apr 2027","Bills: 📄 Renter's insurance - Savings Bucket","Bills","📄 Renter's insurance - Savings Bucket","$0.00","$0.00","$0.00"
"Apr 2027","Bills: 🎓 Student loans","Bills","🎓 Student loans","$0.00","$0.00","$0.00"
"Apr 2027","Subscriptions: Costco","Subscriptions","Costco","$0.00","$0.00","$0.00"
"Apr 2027","Subscriptions: Prime","Subscriptions","Prime","$0.00","$0.00","$0.00"
"Apr 2027","Subscriptions: Spotify","Subscriptions","Spotify","$0.00","$0.00","$0.00"
"Apr 2027","Subscriptions: Amex Gold","Subscriptions","Amex Gold","$0.00","$0.00","$0.00"
"Apr 2027","Subscriptions: Google Subscription","Subscriptions","Google Subscription","$0.00","$0.00","$0.00"
"Apr 2027","Subscriptions: YNAB","Subscriptions","YNAB","$0.00","$0.00","$0.00"
"Apr 2027","Monthly Living / Lifestyle: Interest","Monthly Living / Lifestyle","Interest","$0.00","$0.00","$0.00"
"Apr 2027","Monthly Living / Lifestyle: Self Care & General Health","Monthly Living / Lifestyle","Self Care & General Health","$0.00","$0.00","$25.18"
"Apr 2027","Monthly Living / Lifestyle: Haircut","Monthly Living / Lifestyle","Haircut","$0.00","$0.00","$0.00"
"Apr 2027","Monthly Living / Lifestyle: Groceries","Monthly Living / Lifestyle","Groceries","$0.00","$0.00","$0.00"
"Apr 2027","Fun Spending: Charity","Fun Spending","Charity","$0.00","$0.00","$0.00"
"Apr 2027","Fun Spending: Random Fun Buys","Fun Spending","Random Fun Buys","$0.00","$0.00","$0.00"
"Apr 2027","Fun Spending: Holidays","Fun Spending","Holidays","$0.00","$0.00","$0.00"
"Apr 2027","Fun Spending: Concerts, Shows & General","Fun Spending","Concerts, Shows & General","$0.00","$0.00","$72.85"
"Apr 2027","Fun Spending: Dining Out / Takeout","Fun Spending","Dining Out / Takeout","$0.00","$0.00","$0.00"
"Apr 2027","Fun Spending: Bars","Fun Spending","Bars","$0.00","$0.00","$0.00"
"Apr 2027","Fun Spending: Fun Transport","Fun Spending","Fun Transport","$0.00","$0.00","$0.00"
"Apr 2027","Fun Spending: Random Subscription","Fun Spending","Random Subscription","$0.00","$0.00","$0.00"
"Apr 2027","Wealth Building: Roth IRA","Wealth Building","Roth IRA","$0.00","$0.00","$0.00"
"Apr 2027","Wealth Building: Holdover","Wealth Building","Holdover","$0.00","$0.00","$0.00"
"Apr 2027","Wealth Building: 😌 Emergency Fund","Wealth Building","😌 Emergency Fund","$0.00","$0.00","$0.00"
"Apr 2027","Wealth Building: Travel","Wealth Building","Travel","$0.00","$0.00","$0.00"
"Apr 2027","Short-Term Savings: Move in July","Short-Term Savings","Move in July","$0.00","$0.00","$457.04"
"Apr 2027","Short-Term Savings: General Liquidity","Short-Term Savings","General Liquidity","$0.00","$0.00","$0.00"
"Apr 2027","Short-Term Savings: Tax Refund","Short-Term Savings","Tax Refund","$0.00","$0.00","$0.00"
"Apr 2027","Short-Term Savings: Debt Repayment Savings","Short-Term Savings","Debt Repayment Savings","$0.00","$0.00","$0.00"
"Apr 2027","Short-Term Savings: Christmas","Short-Term Savings","Christmas","$0.00","$0.00","$0.00"
"Apr 2027","Short-Term Savings: Small Trips","Short-Term Savings","Small Trips","$0.00","$0.00","$0.00"
"Apr 2027","Short-Term Savings: Vacation Fund / Big Trips","Short-Term Savings","Vacation Fund / Big Trips","$0.00","$0.00","$0.00"
"Apr 2027","Irregular Expenses: Interest","Irregular Expenses","Interest","$0.00","$0.00","$0.00"
"Apr 2027","Irregular Expenses: Dad Reimbursement","Irregular Expenses","Dad Reimbursement","$0.00","$0.00","$0.00"
"Apr 2027","Irregular Expenses: Reimbursements","Irregular Expenses","Reimbursements","$0.00","$0.00","$1,127.04"
"Apr 2027","Irregular Expenses: Gifts + Dates","Irregular Expenses","Gifts + Dates","$0.00","$0.00","$0.00"
"Apr 2027","Irregular Expenses: Medical","Irregular Expenses","Medical","$0.00","$0.00","$0.00"
"May 2027","Credit Card Payments: Amex Gold (Due 20th)","Credit Card Payments","Amex Gold (Due 20th)","$0.00","$0.00","$0.00"
"May 2027","Credit Card Payments: Credit Card – 8072","Credit Card Payments","Credit Card – 8072","$0.00","$0.00","$0.00"
"May 2027","Credit Card Payments: Savor – 7573","Credit Card Payments","Savor – 7573","$0.00","$0.00","$0.00"
"May 2027","Credit Card Payments: Wells Fargo Autograph Visa�� Card – 5212","Credit Card Payments","Wells Fargo Autograph Visa�� Card – 5212","$0.00","$0.00","$0.00"
"May 2027","Bills: Electricity","Bills","Electricity","$0.00","$0.00","$0.00"
"May 2027","Bills: Public Transit","Bills","Public Transit","$0.00","$0.00","$0.00"
"May 2027","Bills: 🏠 Rent","Bills","🏠 Rent","$0.00","$0.00","$2,335.00"
"May 2027","Bills: 📄 Renter's insurance - Savings Bucket","Bills","📄 Renter's insurance - Savings Bucket","$0.00","$0.00","$0.00"
"May 2027","Bills: 🎓 Student loans","Bills","🎓 Student loans","$0.00","$0.00","$0.00"
"May 2027","Subscriptions: Costco","Subscriptions","Costco","$0.00","$0.00","$0.00"
"May 2027","Subscriptions: Prime","Subscriptions","Prime","$0.00","$0.00","$0.00"
"May 2027","Subscriptions: Spotify","Subscriptions","Spotify","$0.00","$0.00","$0.00"
"May 2027","Subscriptions: Amex Gold","Subscriptions","Amex Gold","$0.00","$0.00","$0.00"
"May 2027","Subscriptions: Google Subscription","Subscriptions","Google Subscription","$0.00","$0.00","$0.00"
"May 2027","Subscriptions: YNAB","Subscriptions","YNAB","$0.00","$0.00","$0.00"
"May 2027","Monthly Living / Lifestyle: Interest","Monthly Living / Lifestyle","Interest","$0.00","$0.00","$0.00"
"May 2027","Monthly Living / Lifestyle: Self Care & General Health","Monthly Living / Lifestyle","Self Care & General Health","$0.00","$0.00","$25.18"
"May 2027","Monthly Living / Lifestyle: Haircut","Monthly Living / Lifestyle","Haircut","$0.00","$0.00","$0.00"
"May 2027","Monthly Living / Lifestyle: Groceries","Monthly Living / Lifestyle","Groceries","$0.00","$0.00","$0.00"
"May 2027","Fun Spending: Charity","Fun Spending","Charity","$0.00","$0.00","$0.00"
"May 2027","Fun Spending: Random Fun Buys","Fun Spending","Random Fun Buys","$0.00","$0.00","$0.00"
"May 2027","Fun Spending: Holidays","Fun Spending","Holidays","$0.00","$0.00","$0.00"
"May 2027","Fun Spending: Concerts, Shows & General","Fun Spending","Concerts, Shows & General","$0.00","$0.00","$72.85"
"May 2027","Fun Spending: Dining Out / Takeout","Fun Spending","Dining Out / Takeout","$0.00","$0.00","$0.00"
"May 2027","Fun Spending: Bars","Fun Spending","Bars","$0.00","$0.00","$0.00"
"May 2027","Fun Spending: Fun Transport","Fun Spending","Fun Transport","$0.00","$0.00","$0.00"
"May 2027","Fun Spending: Random Subscription","Fun Spending","Random Subscription","$0.00","$0.00","$0.00"
